APURCH,unique,age,gendf,gendm,pcode,atmcrd,paydep,BALCHQ,BALSAV,TOTDEP,BALLOAN,BALLOC,BALMRGG,NEWLOC,NEWMRGG,TXBRAN,TXATM,TXPOS,TXCHQ,TXWEB,TXTEL,TOTSERV,CH_NM_SERV,CH_NM_PRD,valsegm,N_IND_INC_,numrr_1,numcon_1,avginc_1,avginv_1
N,2057,49,0,1,V7C4T1,1,0,0,5737.0125,52666.88667,29424.07833,7193.2725,,0,0,3.166666667,7.083333333,21.16666667,0,3.416666667,0,6,0,-2,A,740,320,1652,31466.21622,5184.615385
N,2072,45,1,0,V3C4R5,1,1,0,0,105.39,32368.11667,4509.225833,,0,0,0.666666667,7.916666667,26.58333333,0.666666667,0,0,5,0,0,B,570,260,1039,34456.14035,1330
N,2084,35,1,0,V5L3A7,1,1,708.52,0,868.57,,696.9533333,,0,0,1.25,1.416666667,7.5,5.333333333,0,0,4,0,0,D,580,230,1008,28093.10345,0
N,2091,33,0,1,V5M1M6,1,1,3201.125833,0.013333333,4035.801667,,0,184311.7683,0,0,0.333333333,2.833333333,4.166666667,2.333333333,0.25,0,5,0,0,D,790,360,1443,25839.24051,3603.846154
N,2107,32,0,1,V3T5R2,1,0,219.3966667,9.983333333,289.135,13460.17833,389.5825,,0,0,2.416666667,13.33333333,14.75,0,0.583333333,0,5,0,0,C,1280,,,39433.59375,8959.090909
Y,2109,33,1,0,V5X1R9,1,1,10707.23917,320.018,11002.4625,3347.846667,0,127769.42,0,0,0.916666667,3.333333333,1.916666667,1.083333333,1.166666667,0,5.4,2,2,C,1300,140,518,21555.38462,2484.057971
Y,2122,50,0,1,V5V3M4,1,0,61.33333333,1930.19,2358.405833,,154467.1942,171001.8708,0,0,3.833333333,0.416666667,0,0,0,0,5,0,0,A,640,290,1353,32156.25,2673.529412
Y,2125,50,1,0,V7N3B9,1,1,66.03,117.4416667,723.7541667,1919.066,2567.7925,66870.62,0,0,3.5,3.5,51.08333333,5.5,0.916666667,0.083333333,6.1,-1,1,C,550,240,1693,51985.45455,7531.818182
Y,2126,41,1,0,V3W3M6,1,0,1134.695,3046.553333,22202.4125,48118.75417,72902.12667,168336.5483,0,0,7.583333333,0,0,1.333333333,0,0,7.4,0,-1,A,1250,390,1655,24876,2270.212766
N,2153,38,0,1,V2X4K2,1,1,1833.995,2308.5925,4228.2075,16472.28083,5.675833333,162168.8192,0,0,0,4.083333333,31.75,0.333333333,8.916666667,0,6,0,0,B,840,130,525,30988.09524,1708.571429
Y,2166,61,0,1,V7A2G4,1,1,1437.258333,3675.5275,5830.243333,31249.44083,1359.454167,117675.4767,0,0,3.916666667,4.5,12.75,3.166666667,8.083333333,0,6,0,0,A,890,400,1859,33088.76405,2655.555556
Y,2167,60,0,1,V3T1T3,1,0,1950.540833,4687.354167,29069.45,,0,,1,0,13.75,0,0,0.666666667,0,0,5,0,2,D,570,220,818,22863.1579,2033.333333
Y,2172,42,1,0,V6R3E6,1,1,225.2091667,1259.2875,1623.459167,,2783.781667,,0,0,0.583333333,11,35.33333333,4.166666667,6.583333333,0,4,0,0,D,550,250,1637,54958.18182,6579.545455
N,2175,58,0,1,V1K1B8,1,0,3255.0075,131.0925,12611.63667,,1807.105833,,0,0,0.833333333,11.58333333,44.5,10.33333333,4.833333333,0,4.1,-1,-1,C,2790,,,24013.26165,3983.486239
N,2187,54,0,1,V7A4N9,1,0,4.049166667,975.5441667,1452.640833,,44591.28167,141036.1392,0,0,0.583333333,1.75,0,0.416666667,0.166666667,0,5,0,0,A,760,340,1474,27196.05263,3123.728814
Y,2251,24,1,0,V3C6E2,1,1,0,220.43,286.445,,3163.511667,,0,0,1.333333333,5.666666667,62,3.666666667,0.166666667,0,4,0,0,D,1490,720,3493,38211.4094,2105.882353
Y,2276,29,1,0,V3W9N7,1,0,353.4825,55.98666667,478.8116667,,877.07,140850.0443,1,0,6.416666667,4.666666667,3.583333333,1.916666667,1,0,4.5,1,1,D,580,160,525,23543.10345,2163.636364
N,2282,47,0,1,V5K1A4,1,0,39.97166667,1448.821667,2041.9375,,7828.19,119493.2792,1,0,8.666666667,1.583333333,0,2.083333333,0,0,4.5,1,0,B,580,270,1286,32232.75862,4041.176471
Y,2296,52,0,1,V5X1W6,1,1,0,1928.361667,1177.093333,19311.49667,22372.6675,312418.3467,0,0,3.833333333,1.083333333,3.166666667,0.166666667,0.25,0,5,0,-2,A,1300,140,518,21555.38462,2484.057971
Y,2305,66,0,1,V6K1M6,1,1,2797.569167,0,2895.304167,,2410.685833,,0,0,3.416666667,4.75,59.58333333,19,4.166666667,0,4,0,0,D,750,410,2178,41342.66667,2782.352941
Y,2313,49,0,1,V6X3G1,1,0,0,1670.424167,1774.661667,,6976.355,,0,0,1.25,0.666666667,0.666666667,0,0,0,4,0,1,D,800,320,1342,25660,1971.794872
N,2327,39,0,1,V3L1X2,1,0,14.7575,0,102.4658333,,427.3325,,0,0,0.333333333,2.666666667,5.833333333,0,0,0,4,0,0,D,710,300,1058,37153.52113,2539.534884
Y,2333,48,0,1,V3C1K1,1,0,0,18.91916667,386.7516667,,14032.6,,0,0,1.666666667,3.666666667,42.5,5.583333333,5.666666667,0,4,0,0,D,390,170,672,34715.38462,1606.666667
Y,2365,33,1,0,V5T2X3,1,0,4927.115833,0.13,9014.878333,,2198.059167,,0,0,0.916666667,6.416666667,1.666666667,5.333333333,3.5,0,5,0,0,D,450,190,760,26208.88889,3990
Y,2371,31,1,0,V5Y1V5,1,1,115.135,200.0458333,672.2983333,3207.06625,6852.226667,299933.1908,0,0,0.333333333,10.41666667,36.58333333,1.5,3.75,0,5.8,1,1,A,680,370,1943,41805.88235,3475.757576
Y,2372,36,1,0,V3R7Z8,1,1,1994.925833,1108.794167,3303.0725,,0,148099.3225,0,0,0.5,4.666666667,2.666666667,2.333333333,0,0,5,0,0,B,860,330,1190,27336.04651,1425
N,2374,56,1,0,V4A2B1,1,1,2850.031667,365.0416667,3267.339167,3727.86,6767.86,118818.7858,0,0,1.5,1.833333333,20.16666667,9.583333333,9.083333333,0,5,0,0,B,330,100,418,26948.48485,3702.5
Y,2378,62,0,1,V2W1V4,1,0,2339.8525,4744.34,22850.305,3056.7425,2308.165,220218.6683,0,0,7.416666667,6,54.33333333,13.91666667,10.91666667,0,5.9,-2,-3,A,620,,,33351.6129,2227.272727
Y,2413,61,0,1,V2W1B2,1,1,1327.185833,10073.93917,15686.36833,,90108.1525,92113.80833,0,0,4.5,0,0,9.416666667,9.666666667,0,6,-2,-3,A,5150,1930,9371,34795.92233,3364.516129
Y,2415,50,1,0,V7L2H1,1,1,1345.076667,0,18402.875,16835.191,12357.385,245668.4658,0,0,0.916666667,9.833333333,7.166666667,2.583333333,1.666666667,0,6,0,0,A,850,280,1275,34670.58824,4046.808511
Y,2439,67,0,1,V7H1W9,1,0,68.12083333,0,37555.27167,12098.97083,254825.1125,224920.2783,0,0,9.25,6.916666667,2.833333333,5.75,0.833333333,0,7.6,0,-1,A,930,440,2522,52422.58065,4333.333333
Y,2495,33,0,1,V2P5C4,1,1,745.0733333,34.23916667,995.2791667,9053.675,568.9966667,111648.0833,0,0,0.666666667,8.166666667,59.25,11.08333333,5.416666667,0,6,0,0,C,510,130,323,23254.90196,1505.882353
Y,2549,35,0,1,V4P3B1,1,0,1439.589167,2596.2675,10122.78833,9970.281667,1213.564167,125984.4183,0,0,11.58333333,4.166666667,20.83333333,2.75,0,0.166666667,6.8,0,2,B,690,290,1596,43684.05797,6538.636364
Y,2555,39,1,0,V2W1E4,1,0,1175.516667,958.0941667,2200.173333,,367.4166667,,0,0,1.916666667,3.166666667,4.166666667,7.833333333,4.583333333,0,4,0,0,D,5150,1930,9371,34795.92233,3364.516129
Y,2611,41,1,0,V3S9V2,1,1,23.89,303.3058333,983.0725,9760.038333,12195.56417,49835.8625,0,1,9.25,6.083333333,25.83333333,8.25,5.166666667,0,5.6,0,0,C,380,,,34650,4561.904762
N,2621,38,0,1,,1,0,1653.109167,32.1,2095.4175,,282.7816667,192578.8867,0,0,0.916666667,0.833333333,0,0.75,0,0,4.5,-1,-4,A,,,,,
Y,2622,28,1,0,V4P1J2,1,1,0,207.1075,304.6625,,5744.430833,139401.095,0,0,2,13.66666667,41.66666667,2.083333333,7.75,0,5,0,0,A,520,220,1593,48876.92308,12566.66667
Y,2629,62,0,1,V3X2S6,1,1,5897.536667,10790.03667,17041.24583,,16724.45833,219074.1133,0,0,13.08333333,0.166666667,0.166666667,10.16666667,0,0,5,0,1,A,600,270,1558,44515,6973.684211
Y,2635,48,1,0,V2S2K5,1,1,198.5891667,41.90166667,301.5533333,,209.5791667,,0,0,0.166666667,17.41666667,14.5,5.25,7.666666667,0,4,0,0,D,560,170,623,32142.85714,3150
N,2638,49,0,1,V6Z2S3,1,0,352.9183333,0,20715.68583,,6789.035,103080.5983,0,0,0.166666667,2.083333333,0,0.083333333,0,0,5.7,1,1,D,140,60,376,57392.85714,32833.33333
Y,2645,53,0,1,V5K1E3,1,0,5360.968333,0,5639.954167,,229655.9808,,0,0,6.833333333,0,0,4.166666667,0.083333333,0,4,0,0,A,580,270,1286,32232.75862,4041.176471
N,2658,55,0,1,V2W1J9,1,1,4592.1425,12313.1675,44821.79417,4884.391667,0,,0,0,3,0,6.416666667,4.25,0.333333333,0,6,0,-2,C,5150,1930,9371,34795.92233,3364.516129
Y,2681,63,0,1,V3T1X4,1,0,5936.548333,26.5,10391.2825,,133303.355,489726.9575,0,0,11.25,0.5,4.666666667,10.5,0,0,5.4,1,2,A,900,120,378,24564.44444,1407.142857
N,2683,38,0,1,V4A6K4,1,1,1169.901667,22.1325,1645.6425,314.18,8940.493333,185312.7467,0,0,5.083333333,4,34.16666667,4.166666667,1.083333333,0,6,0,1,D,570,280,1526,38454.38597,4001.923077
Y,2726,30,0,1,V2Y1R9,1,0,1236.649167,1452.485833,3189.858333,,6031.0225,287577.875,0,0,2.916666667,8.666666667,30.5,5.583333333,7.666666667,0,5.2,0,2,A,5780,2080,9671,33517.12803,4797.368421
N,2746,53,1,0,V5R6A2,1,1,2301.265833,0.59,12671.32333,7796.811667,1394.858333,24390.73,0,0,6.416666667,2.083333333,0,8,1.5,0,5.4,-1,-3,C,1140,520,2530,28039.47368,2771.428571
Y,2774,54,1,0,V5T4K4,1,1,0,612.6358333,829.6283333,2379.763333,8927.851667,74910.855,0,0,1.75,9,18.08333333,1.5,0,0,6,0,0,C,850,360,1226,25731.76471,1593.939394
Y,2782,31,0,1,V5Y1Y4,1,1,0.943333333,203.5175,2980.529167,2625.428333,7246.935,,0,0,0.25,11.91666667,13.33333333,3.5,5.583333333,0,5.3,-1,-1,D,680,360,2011,42302.94118,3306.060606
Y,2786,45,1,0,V3B3R2,1,1,589.5958333,769.0808333,1419.379167,3497.55,125.8491667,,0,0,0.333333333,7.916666667,31.25,1.666666667,0,0,5,0,0,D,850,380,1549,32615.29412,1545.454546
Y,2794,30,0,1,V3S8X9,1,0,46.28416667,575.7358333,694.6533333,12586.7175,2728.8625,236661.7458,0,0,3.5,9.083333333,51,3.416666667,10.08333333,0.166666667,6,0,0,A,38210,14860,68798,34921.48652,3671.284352
Y,2834,44,0,1,V3V6S2,1,1,0,2211.8125,2809.545,,3728.31,,0,0,0.416666667,14.5,52.5,3.75,8.5,0,4.2,0,0,D,930,300,1191,26105.37634,1564.516129
N,2856,48,1,0,V5N1P7,1,1,3890.228333,2406.6775,6585.308333,,116.05,,0,0,0.25,8.833333333,0,7.666666667,0.416666667,0,4,0,0,D,800,360,1379,29835,2482.051282
Y,2858,59,0,1,V8P3R6,1,0,2787.455833,16119.13333,19220.31917,,0,,0,0,5.583333333,0.833333333,11.08333333,4.833333333,0,0,4,0,0,D,560,240,1016,34230.35714,4377.777778
Y,2888,45,0,1,V5G4C6,1,0,0,0,1102.213333,685.0591667,1567.501667,,0,0,5.75,4,6.416666667,1.333333333,0,0,5.3,-1,-2,D,410,180,733,29800,2959.090909
Y,2897,29,1,0,V3S8E7,1,0,5707.6075,1667.484167,32962.6975,,630.1777778,107988.9589,1,1,2.583333333,0.083333333,0,0,0,0,5.8,2,2,D,370,,,22140.54054,5164.705882
N,2927,42,1,0,V3B7M9,1,0,0,0.38,51.095,4934.823333,2100.3075,,0,0,4.583333333,19.41666667,48.83333333,9.166666667,2.416666667,0.083333333,5,0,0,C,9060,3850,16885,31094.81236,2898.691589
Y,2963,46,0,1,V7N1E9,1,0,0,0,130.5725,,12281.39833,,0,0,2.916666667,1.916666667,0,3.25,3.5,0,4,0,0,C,790,340,1717,39187.34177,3357.142857
N,2979,44,0,1,V5K1W7,1,0,7727.589167,189.5966667,8305.618333,,0,120631.3342,0,0,2.083333333,0.166666667,0,1.416666667,0,0,5,0,0,C,570,260,1082,29796.49123,3588.235294
N,2982,45,0,1,,1,1,0,0,65.3275,8355.285,460.7358333,,0,0,0.5,15.16666667,17.16666667,1.5,1.333333333,0,5,0,1,D,,,,,
N,2983,53,1,0,V3A6J8,1,1,2213.175,1321.100833,3763.905833,4657.385,2863.3425,1314.105,0,0,0.25,2.75,18.66666667,1.916666667,6.333333333,0,5.2,-1,-1,D,720,290,1092,32233.33333,1570.833333
Y,3010,34,0,1,V2T5K6,1,1,3190.953333,5267.088333,8574.334167,,17021.07833,101983.1988,0,0,2.833333333,0.833333333,11.5,2.916666667,9,0,4.6,-1,-1,C,24490,7350,27942,24255.20621,3195.428571
N,3024,60,1,0,V6H3T1,1,0,0,100.7075,6399.9325,,4375.93,,0,0,2.75,19,1.916666667,3.333333333,0.916666667,0,5,0,0,D,680,330,1905,42635.29412,5764.102564
Y,3029,52,1,0,V5Z3Z8,1,1,6115.42,763.5583333,7591.5575,,0,,0,0,1.25,1.75,6.083333333,2.25,0,0,4,0,-2,D,630,310,1881,45053.96825,7097.560976
N,3037,35,0,1,V6E1C9,1,0,0,0,126.5025,,53048.5025,,0,0,0.833333333,15.75,14.66666667,5.583333333,3.5,0,4,0,0,B,340,130,633,31788.23529,4400
Y,3050,40,0,1,V6R2G5,1,0,19.1325,7.02,89.8025,,2297.97,,0,0,1.083333333,2.5,0,1.333333333,0.083333333,0,4,0,0,D,570,260,1381,39054.38597,5988.235294
N,3062,53,1,0,V5E4H7,1,1,421.7541667,0,498.0166667,2230.853,361.5425,136739.3775,0,0,3.583333333,8,25.91666667,0.25,0,0.166666667,5.8,0,0,A,800,,,35646.25,2912.727273
Y,3064,46,1,0,V4C1A6,1,0,965.2208333,629.6425,15066.1375,989.1241667,1983.451667,151699.2717,0,0,2.5,7.166666667,21.41666667,1.333333333,0,0.25,7,0,0,C,690,170,648,23611.5942,6033.333333
N,3074,66,0,1,V5R4E7,0,0,0,4.215,159.23,,3418.055,,0,0,1.5,0,0,0.5,0,0,4,0,-1,D,730,350,1419,26365.75343,3026.923077
Y,3077,27,0,1,V3H2E4,1,1,1900.543333,0,1911.340833,,339.8208333,,0,0,0.583333333,9.833333333,25.75,1.75,3,0,4,0,0,D,800,330,1334,32223.75,1606.896552
N,3108,57,1,0,V6M1H9,1,0,0,219.5841667,317.3991667,818.9533333,7407.309167,,0,0,4.333333333,1.833333333,0,4.75,3.833333333,0,4.4,-1,-1,D,360,60,332,52491.66667,8839.473684
N,3120,65,1,0,V6E1N8,1,0,0,0.8375,65.05,,651.5675,,0,0,1.416666667,1.583333333,3.916666667,0.916666667,0.25,0,4,0,0,D,420,190,892,31840.47619,3068
Y,3146,54,0,1,V5S3Y6,1,1,37187.44833,16.02,85143.1975,,0,,0,0,0.333333333,3.916666667,16.66666667,0.25,0,0,5,0,-1,B,700,300,1533,32547.14286,2997.674419
N,3162,37,0,1,V5V3L5,1,1,0,2172.453333,2270.035833,,8529.999167,218397.4973,0,1,0.25,5.416666667,4.75,2.416666667,1.833333333,0,5,0,1,D,640,260,1177,27078.125,2962.5
N,3187,50,1,0,V5Z3Z8,1,0,8388.566667,1.53,8445.674167,,0,,0,0,4.333333333,0.083333333,0.083333333,7.916666667,0,0,4,0,0,D,630,310,1881,45053.96825,7097.560976
Y,3229,50,1,0,V4L2L1,1,1,122.5791667,800.6883333,1141.705,3626.05,1079.580833,62112.80917,0,0,0.583333333,5.833333333,19.91666667,2.416666667,5.833333333,0,5.9,1,0,B,520,220,1545,48459.61539,9319.444444
N,3230,42,1,0,V6M3M5,1,0,0,0,163.005,,10415.0275,,0,0,0.25,1.083333333,0,0.083333333,0,0,4,0,0,C,390,220,1312,61856.41026,18777.5
N,3234,59,0,1,V6K2M7,1,0,446.4058333,66.00916667,667.115,,276.2333333,,0,0,1.25,18.75,24,8.25,0.416666667,0,4.1,0,0,D,680,360,2060,40660.29412,5648.717949
Y,3245,61,0,1,V7J1M9,1,0,1223.366667,33.2,1462.381667,,239.3908333,,0,0,1.083333333,3.416666667,11.83333333,3.333333333,5.083333333,0,4,0,0,D,230,120,607,44469.56522,6328.571429
N,3256,32,1,0,V8L3H4,1,0,223.345,368.5272727,649.3291667,3728.516667,27.07083333,,0,0,0.75,8.333333333,13.83333333,0,3.25,0,4.9,-1,-1,D,490,190,750,28193.87755,3394.117647
N,3261,54,1,0,V7A2R7,1,0,968.68,219.0433333,1253.530833,,776.3891667,,0,0,0.583333333,7,13.5,9.333333333,2.916666667,0,4,0,0,D,950,330,1522,24073.68421,2435.294118
Y,3265,58,0,1,V2P7W4,1,0,6273.8975,1514.669167,16441.77583,22006.97667,59058.39583,139926.8792,0,0,21.25,9.333333333,22.25,13.75,0,0,7.2,-1,-3,A,580,190,555,24586.2069,2258.823529
Y,3337,41,1,0,V5C2L2,1,1,1482.533333,229.5866667,1792.2575,1143.855,2630.725833,,0,0,5.083333333,6.25,7.75,2.25,0,0,4.2,-1,2,D,970,400,1753,28521.64949,2585.106383
Y,3375,33,1,0,V5N1A3,1,1,610.4241667,0,2029.646667,,4104.154167,,0,0,0.25,14.58333333,24.58333333,4.583333333,0,0,5,0,0,D,900,320,1242,23858.88889,2776.31579
Y,3387,43,1,0,V4W1B9,1,0,67.1125,260.4341667,414.6916667,,232.8383333,,0,0,6.75,2.583333333,13.25,0.833333333,0,0.083333333,4,0,1,D,9240,3120,13164,28612.44589,3402.702703
N,3410,47,0,1,V6P2R2,1,1,21373.80417,52.74333333,21568.7125,,14474.58,,0,0,3.083333333,2.083333333,0,3.666666667,8.25,0,4,0,0,C,480,170,1491,29333.33333,8313.157895
N,3411,49,1,0,V6G1X9,1,0,0,0,111.0075,,5518.538333,,0,0,1.25,2.416666667,8.666666667,3.416666667,4,0,4,0,0,D,270,100,517,33555.55556,8206.25
N,3455,37,0,1,V2X0S5,1,0,1125.025,696.16,1963.335,,454.01,103512.66,0,0,1.083333333,8.583333333,19.91666667,2.5,0.666666667,0,5,0,0,B,1000,230,727,32253,1690
N,3491,32,1,0,V3L2N9,1,1,315.3366667,64.68416667,576.5758333,,15869.58333,168647.055,0,0,0.666666667,10.91666667,32,3.583333333,3.083333333,0,5,0,-1,C,910,260,1144,32552.74725,2629.545455
N,3497,36,0,1,V3W6A4,0,0,530.63,60.995,656.965,,0,,1,0,1.833333333,0,0,1.25,2.5,0,3.8,1,1,E,810,290,987,28144.44444,1755.555556
N,3507,38,1,0,V9T1A4,1,1,0,0,82.3825,,18981.2525,,0,0,0,4.416666667,69.16666667,8.416666667,7.083333333,0,4,0,0,C,190,60,233,24805.26316,2920
N,3516,48,0,1,V5M1L9,1,1,0,9165.356667,15200.99333,,274752.2683,483106.6842,0,0,15,5.083333333,0,1.5,0,0,6,0,0,A,530,200,672,20722.64151,2132.142857
Y,3519,55,1,0,V5L1B6,1,1,16918.715,282.0975,17465.23,,0,,0,0,0.333333333,8.083333333,0,9.166666667,0,0,4,0,-1,D,670,260,1055,28217.91045,2570.833333
N,3523,51,0,1,V5P2E8,1,1,402.2625,38.39416667,500.1258333,20179.45,5075.0925,239381.0092,0,0,1.583333333,7.416666667,16.75,0.25,0.833333333,0,5.1,1,2,A,680,300,1372,25782.35294,3610.526316
Y,3537,53,1,0,V5Z3K6,1,1,8315.8925,400.945,9109.5825,,0,513.595,0,0,2.5,3.5,0,4.25,1.25,0,4,0,-1,D,630,320,1653,35792.06349,3770.588235
Y,3661,55,1,0,V3S7E4,1,0,2499.265,350.05,2959.005,,1.495,134105.7175,1,0,6.916666667,8.25,10.16666667,10.75,0,0,4.4,1,1,B,520,240,1027,35046.15385,1888
N,3682,42,1,0,V3L1V5,1,1,0,1833.1025,1892.6725,,8796.9,235035.444,0,1,0.583333333,2.916666667,25.08333333,0.916666667,3.416666667,0,5,0,4,D,710,300,1058,37153.52113,2539.534884
Y,3694,46,0,1,V3T3R4,1,1,7223.369167,0.79,7449.501667,3922.265,0,,0,0,1.333333333,4,0.083333333,0.583333333,2.166666667,0,4.4,-1,0,D,740,220,789,24133.78378,1278.26087
N,3708,34,0,1,V3J2L1,0,0,292.1583333,0,294.1083333,,302.3141667,,0,0,0.416666667,0,0,0,0,0,4,0,0,E,610,260,1551,33216.39344,3727.272727
Y,3770,35,1,0,V3L4A2,1,0,157.0925,203.1141667,493.9466667,28253.33667,1330.258333,235624.4575,0,0,2.666666667,3.666666667,16,3.5,4.75,0,6,0,0,A,800,,,31351.25,2762.857143
Y,3801,37,0,1,V5Z1M8,1,1,7419.925833,183.3391667,7847.48,,0,160225.34,0,0,5,4.583333333,0.25,0.583333333,2.25,0,4.9,0,0,C,740,400,2086,38098.64865,4618.75
N,3809,24,0,1,V5S1M1,1,0,935.5133333,109.6525,1058.405833,,0,,0,0,0,1.583333333,0,0.666666667,0.583333333,0,4,0,0,D,770,320,1121,24177.92208,1660.526316
N,3887,59,0,1,V6S1E7,1,0,8521.770833,2522.7925,11103.74333,,0,,0,0,4.25,2.5,15.33333333,3.5,4.833333333,0,4,0,0,D,610,300,1920,45122.95082,5369.565217
Y,3912,43,0,1,V3E2H3,1,1,4067.37,1375.7475,5732.82,,2443.398333,140499.1333,0,0,2.916666667,10.25,6.666666667,4.666666667,0,0,5,0,0,B,850,370,1401,31348.23529,1580
Y,3938,42,1,0,V5G2X7,1,1,13736.71167,268.15,24598.17417,,0,96966.4775,0,0,9.416666667,3.416666667,0.333333333,9.25,0,0,6,0,-1,B,730,310,1506,29031.50685,2888.888889
N,3957,37,0,1,V3E2B3,1,0,108.2016667,0.009166667,227.2208333,,0,165582.9058,0,0,0,0.166666667,2.083333333,0.416666667,0.25,0,5,0,0,B,280,110,391,29414.28571,1961.538462
N,3985,38,1,0,V7P2Y4,1,1,1829.946667,205.06,1968.418333,,13.37416667,,0,0,0.25,13.83333333,27.83333333,0.083333333,4.416666667,0,3.5,1,1,D,580,140,697,37462.06897,2918.75
Y,4004,68,1,0,V7P3E3,1,1,1741.88,665.4041667,3035.651667,,149.5758333,,0,0,7.416666667,1.5,0,7.583333333,0.083333333,0,5,0,2,D,690,290,1479,27040.57971,4897.297297
N,4080,55,0,1,V4N3G5,1,0,953.1808333,0,1034.108333,,31.84833333,,0,0,0,2.083333333,0,0,11.16666667,0,4,0,0,D,960,,,32686.45833,3135.849057
Y,4119,52,0,1,V7T2B4,1,0,0,1437.768333,1519.065833,4093.152222,3587.586667,,0,0,0.5,10.33333333,25.5,2.833333333,10.16666667,0,4.7,0,0,D,430,140,1216,49416.27907,7902.777778
Y,4135,51,0,1,V3H3W2,1,1,1701.118333,3021.041667,5536.9975,10273.45,178.5233333,,1,0,1.5,7.416666667,0.166666667,10.41666667,0,0,4.6,0,2,D,750,400,1792,41206.66667,2462.857143
Y,4150,63,0,1,V5C6K2,1,1,857.96,0,1032.4425,2566.915714,5124.690833,141767.9175,0,0,1.166666667,5.166666667,3.5,2.75,0.083333333,0,5.5,-1,-1,A,910,380,1803,31895.6044,3507.407407
Y,4158,50,0,1,V4A8L5,0,0,10.4425,1416.695,1584.5975,,0,44404.77333,0,0,0.416666667,0,0,0.25,0.166666667,0,4.1,-1,-2,C,530,220,1235,38292.45283,5724.561404
Y,4168,56,0,1,V7L1K2,0,0,2079.1675,0,2182.315,,0,,0,0,1.333333333,0,0,2.583333333,0,0,4,0,0,D,760,380,1453,35859.21053,3135.294118
N,4200,44,0,1,V5M1V4,1,0,0,0,56.01,,364.4633333,,0,0,0,3.833333333,5.75,2.25,0.166666667,0,4,0,0,D,780,300,1241,23250,2387.5
Y,4217,38,1,0,V2X0R2,1,1,1169.4225,1615.76,2916.6975,,72.04083333,,0,0,3,0.5,24.33333333,5.25,2.5,0,4,0,0,D,640,,,31259.375,3207.692308
N,4221,63,1,0,V5P1N4,0,0,920.8525,1027.775,4615.385,,40.74166667,,0,0,5.333333333,0,0,2.5,0,0.75,5,0,0,D,1010,460,1763,22211.88119,3359.493671
Y,4260,33,0,1,V2T4W1,1,0,2499.870833,973.4125,3604.913333,8968.581,5901.9725,225035.8183,0,0,1.416666667,1.083333333,0.25,0.333333333,0,0,5.9,1,0,D,1430,,,26844.75525,4479.411765
N,4303,47,0,1,V5B1H5,1,0,73.82916667,0,133.6341667,,986.4866667,,0,0,3.5,4.833333333,0,1.166666667,0,0,4,0,0,D,630,280,1928,40936.50794,6027.659575
Y,4315,49,0,1,V3R6V3,1,0,971.5258333,0.55,1045.130833,,49.01666667,,0,0,3.5,10,20.08333333,0,0.833333333,0.166666667,4,0,0,D,620,160,587,29229.03226,2210.344828
Y,4333,51,1,0,V5P4B1,1,1,1162.265,0,1234.8275,,368.4883333,,0,0,0.75,4.583333333,5.666666667,1.666666667,0.416666667,0.083333333,4,0,0,D,850,370,1828,25721.17647,3316.41791
Y,4337,32,0,1,V4B5J1,1,0,4001.9925,25.45166667,5419.8325,,0,,0,0,4.083333333,1.916666667,29.91666667,2.166666667,0,0,4.2,1,1,D,450,190,896,36766.66667,6250
Y,4346,36,0,1,V2X6T4,1,0,1365.2125,11618.39,13912.785,,520.62,,0,0,4.416666667,8.916666667,98.58333333,3.25,2.75,0,4.2,0,-2,B,640,,,31259.375,3207.692308
Y,4357,44,1,0,V4R2T7,1,0,1007.498333,6.2,1072.828333,,0,,0,0,1.083333333,0,0,0,0,0,4,0,0,D,920,360,1522,33638.04348,2521.875
Y,4374,50,1,0,V5N1X3,1,0,63.9775,203.6383333,348.6483333,,3954.780833,51492.74083,0,0,1.333333333,7.833333333,10.5,2,0,0,5,0,0,C,940,310,1093,22427.65957,1968.965517
Y,4406,54,1,0,V3C2E4,1,0,1696.311667,4353.996667,16898.3475,3942.887143,216.625,57783.334,0,1,3.5,5.333333333,29.33333333,2.583333333,4.5,0,5.5,1,1,D,580,260,1333,35750,3696.428571
Y,4423,51,1,0,V6R3S3,1,1,227.0666667,0,2080.069167,1013.811667,1138.123333,,0,0,0.5,3.5,26.58333333,5.166666667,6.833333333,0,5.4,-1,-1,D,450,190,1295,49515.55556,6876.923077
N,4431,50,1,0,V5Y2A5,0,0,3.48,10,104.97,,0,,0,0,0,0,0,0,0,0,4,0,0,E,670,320,1766,40631.34328,4797.297297
N,4463,24,1,0,V3E2R4,1,0,844.4741667,198.3566667,1406.0725,,959.71,,1,0,1.083333333,4.5,16.25,1.333333333,0.416666667,0,3.9,2,2,D,13940,6000,29947,35419.65567,3462.994012
N,4480,68,1,0,V5K1E7,1,0,0,0,79.795,,3022.470833,,0,0,12.58333333,0,0,7.166666667,0,0,4,0,0,D,580,270,1286,32232.75862,4041.176471
Y,4487,31,0,1,V5V4H1,1,0,36.225,0,620.1641667,4918.57,1398.1775,,0,0,0.666666667,1.583333333,0.166666667,0.416666667,0,0,4.1,-1,-5,D,920,390,1465,28457.6087,4456.097561
N,4500,68,0,1,V6T2H6,1,0,409.3333333,17917.6525,18420.64833,,0,71920.12333,0,0,4.666666667,0,0,1.083333333,5.333333333,0,5,0,1,C,390,200,1235,53371.79487,11023.68421
